"transaction_code","trxn_subtype_code","trxn_status","trxn_type_flag","collection_bank_code","trxn_table","transaction_mode","transaction_type","transaction_group","sales","aum"
"P2PEFL","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFL","S","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFLC","N","M","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLC","N","M","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLC","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLC","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLC","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLC","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLC","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLF","N","M","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLF","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","M","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","M","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","M",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","N","AP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","N","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","N","FP",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","N","FP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","R","AP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","R","FP",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLS","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"P2PEFLX","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2PEFLX","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP","BSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","AP","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","FP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","FP","BSEDPRIA-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N","FP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","R","AP","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","R","AP","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","R","AP","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","R","FP","BSEDPRIA-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2RSF","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2S","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2S","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2S","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2S","N","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2S","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SAR","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","APS","BSEDP-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","APS","NSEDP-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBAF","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SBC","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","E","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","E","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","E","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","AP","BSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","AP",,"CAMS","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","AP",,"CAMS_REVERSAL","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","AP","NSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","N","FP","NSEDP-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","R","AP","NSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","N","R","FP","NSEDP-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCF","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCI","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SCYCF","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SEA","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SEA","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SEA","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SEB","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SEB","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS","BSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS","BSEDP-B","CAMS_REVERSAL","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS",,"CAMS","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS",,"CAMS_REVERSAL","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS","NSEDP-B","CAMS","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","APS","NSEDP-B","CAMS_REVERSAL","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FPS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FPS","BSEDPRIA-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","N","FPS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","R","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","R","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P2SELW","S","R","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
